pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,is_bidirectional,length,wheelchair_length,traversal_time,wheelchair_traversal_time,stair_count,max_slope,pathway_name,pathway_code,signposted_as,instructions
asmnl-027,node-asmnl-mtpnbstair-lobby,node-asmnl-mtpfarepaid,,1,0,7.7724000,7.7724000,,,,,"Top of stairs from Mattapan Line, busway to Alewife platform to Paid side of fare gates",,"Mattapan Line, buses",
asmnl-028,node-438-lobby,node-asmnl-mtpfareunpaid,,1,0,18.2880000,18.2880000,,,,,"Top of escalator from Red Line platform to Mattapan Line, busway to Unpaid side of fare gates",,Red Line - Alewife,
asmnl-029,70261,node-asmnl-mtpfareunpaid,,1,0,51.8160000,51.8160000,,,,,Mattapan Trolley to Unpaid side of fare gates,,Red Line - Alewife,
asmnl-030,node-asmnl-mtpfareunpaid,node-438-lobby,,1,0,18.2880000,18.2880000,,,,,"Unpaid side of fare gates to Top of escalator from Red Line platform to Mattapan Line, busway",,"Top of escalator from Red Line platform to Mattapan Line, busway",
asmnl-031,node-asmnl-mtpfareunpaid,70261,,1,0,51.8160000,51.8160000,,,,,Unpaid side of fare gates to Mattapan Trolley,,Mattapan Line,
asmnl-032,node-asmnl-bealeramp,node-438-platform,,1,0,30.9372000,30.9372000,,,,,"Top of Beale Street ramp to Bottom of escalator from Red Line platform to Mattapan Line, busway",,"Mattapan Line, buses",
asmnl-033,node-asmnl-bealeramp,node-970-platform,,1,0,65.8368000,65.8368000,,,,,"Top of Beale Street ramp to Bottom of elevator between Red Line platform and lobby, busway, Mattapan Line",,"Elevator, Mattapan Line, Peabody Square, buses",
asmnl-034,node-asmnl-bealeramp,node-asmnl-rdexstair-platform,,1,0,58.0644000,58.0644000,,,,,Top of Beale Street ramp to Bottom of stairs from Red Line platform to busway,,"Mattapan Line, buses",
asmnl-035,node-asmnl-bealeramp,node-asmnl-peasbstair-platform,,1,0,87.0204000,87.0204000,,,,,Top of Beale Street ramp to Bottom of stairs from Red Line platform to Peabody Square,,"Peabody Square, buses",
asmnl-036,node-asmnl-bealeramp,node-437-platform,,1,0,113.6904000,113.6904000,,,,,"Top of Beale Street ramp to Bottom of escalator from Red Line platform to Peabody Square, busway",,"Peabody Square, buses",
asmnl-037,node-438-platform,node-asmnl-bealeramp,,1,0,30.9372000,30.9372000,,,,,"Bottom of escalator from Red Line platform to Mattapan Line, busway to Top of Beale Street ramp",,Beale Street,
asmnl-038,node-970-platform,node-asmnl-bealeramp,,1,0,65.8368000,65.8368000,,,,,"Bottom of elevator between Red Line platform and lobby, busway, Mattapan Line to Top of Beale Street ramp",,Beale Street,
asmnl-039,node-asmnl-rdexstair-platform,node-asmnl-bealeramp,,1,0,58.0644000,58.0644000,,,,,Bottom of stairs from Red Line platform to busway to Top of Beale Street ramp,,Beale Street,
asmnl-040,node-asmnl-peasbstair-platform,node-asmnl-bealeramp,,1,0,87.0204000,87.0204000,,,,,Bottom of stairs from Red Line platform to Peabody Square to Top of Beale Street ramp,,Beale Street,
asmnl-041,node-437-platform,node-asmnl-bealeramp,,1,0,113.6904000,113.6904000,,,,,"Bottom of escalator from Red Line platform to Peabody Square, busway to Top of Beale Street ramp",,Beale Street,
asmnl-042,door-asmnl-beale,node-asmnl-bealeramp,,1,0,48.0060000,48.0060000,,,,0.0830000,Ashmont - Beale St to Top of Beale Street ramp,,Top of Beale Street ramp,
asmnl-043,node-asmnl-bealeramp,door-asmnl-beale,,1,0,48.0060000,48.0060000,,,,-0.0830000,Top of Beale Street ramp to Ashmont - Beale St,,Beale Street,
asmnl-044,door-asmnl-radford,node-asmnl-radfareunpaid,,1,0,3.6576000,3.6576000,,,,,Ashmont - Radford Lane to Unpaid side of fare gates,,Unpaid side of fare gates,
asmnl-045,node-asmnl-radfareunpaid,door-asmnl-radford,,1,0,3.6576000,3.6576000,,,,,Unpaid side of fare gates to Ashmont - Radford Lane,,Radford Lane,
asmnl-046,node-asmnl-radfareunpaid,node-asmnl-radfarepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gate,
asmnl-047,node-asmnl-radfarepaid,node-asmnl-radfareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gate,
asmnl-048,node-asmnl-radfordramp,node-969-platform,,1,0,39.9288000,39.9288000,,,,,"Top of Radford Lane ramp to Bottom of elevator from Mattapan Line, busway to Alewife platform",,"Elevator, Mattapan Line, buses",
asmnl-049,node-asmnl-radfordramp,node-asmnl-mtpnbstair-platform,,1,0,39.6240000,39.6240000,,,,,"Top of Radford Lane ramp to Bottom of stairs from Mattapan Line, busway to Alewife platform",,"Mattapan Line, buses",
asmnl-050,node-asmnl-radfordramp,node-968-platform,,1,0,116.5098000,116.5098000,,,,,Top of Radford Lane ramp to Bottom of elevator from Peabody Square to Alewife platform,,"Elevator, Peabody Square, buses",
asmnl-051,node-asmnl-radfordramp,node-asmnl-peanbstair-platform,,1,0,113.1570000,113.1570000,,,,,Top of Radford Lane ramp to Bottom of stairs from Peabody Square to Alewife platform,,"Peabody Square, buses",
asmnl-052,node-969-platform,node-asmnl-radfordramp,,1,0,39.9288000,39.9288000,,,,,"Bottom of elevator from Mattapan Line, busway to Alewife platform to Top of Radford Lane ramp",,Radford Lane,
asmnl-053,node-asmnl-mtpnbstair-platform,node-asmnl-radfordramp,,1,0,39.6240000,39.6240000,,,,,"Bottom of stairs from Mattapan Line, busway to Alewife platform to Top of Radford Lane ramp",,Radford Lane,
asmnl-054,node-968-platform,node-asmnl-radfordramp,,1,0,116.5098000,116.5098000,,,,,Bottom of elevator from Peabody Square to Alewife platform to Top of Radford Lane ramp,,Radford Lane,
asmnl-055,node-asmnl-peanbstair-platform,node-asmnl-radfordramp,,1,0,113.1570000,113.1570000,,,,,Bottom of stairs from Peabody Square to Alewife platform to Top of Radford Lane ramp,,Radford Lane,
asmnl-056,node-asmnl-radfordramp,node-asmnl-radfarepaid,,1,0,94.9452000,94.9452000,,,,-0.0830000,Top of Radford Lane ramp to Paid side of fare gates,,Paid side of fare gates,
asmnl-057,node-asmnl-radfarepaid,node-asmnl-radfordramp,,1,0,94.9452000,94.9452000,,,,0.0830000,Paid side of fare gates to Top of Radford Lane ramp,,Top of Radford Lane ramp,
asmnl-058,70093,node-asmnl-bealeramp,,1,0,38.4078480,38.4078480,,,,,Red Line to Top of Beale Street ramp,,Beale Street,
asmnl-059,70093,node-438-platform,,1,0,42.5196000,42.5196000,,,,,"Red Line to Bottom of escalator from Red Line platform to Mattapan Line, busway",,"Mattapan Line, buses",
asmnl-060,70093,node-970-platform,,1,0,5.9436000,5.9436000,,,,,"Red Line to Bottom of elevator between Red Line platform and lobby, busway, Mattapan Line",,"Elevator, Mattapan Line, Peabody Square, buses",
asmnl-061,70093,node-asmnl-rdexstair-platform,,1,0,13.4112000,13.4112000,,,,,Red Line to Bottom of stairs from Red Line platform to busway,,"Mattapan Line, buses",
asmnl-062,70093,node-asmnl-peasbstair-platform,,1,0,25.9080000,25.9080000,,,,,Red Line to Bottom of stairs from Red Line platform to Peabody Square,,"Peabody Square, buses",
asmnl-063,70093,node-437-platform,,1,0,52.5780000,52.5780000,,,,,"Red Line to Bottom of escalator from Red Line platform to Peabody Square, busway",,"Peabody Square, buses",
asmnl-064,node-asmnl-bealeramp,70093,,1,0,38.4078480,38.4078480,,,,,Top of Beale Street ramp to Red Line,,Exit only,
asmnl-065,node-438-platform,70093,,1,0,42.5196000,42.5196000,,,,,"Bottom of escalator from Red Line platform to Mattapan Line, busway to Red Line",,Exit only,
asmnl-066,node-970-platform,70093,,1,0,5.9436000,5.9436000,,,,,"Bottom of elevator between Red Line platform and lobby, busway, Mattapan Line to Red Line",,Exit only,
asmnl-067,node-asmnl-rdexstair-platform,70093,,1,0,13.4112000,13.4112000,,,,,Bottom of stairs from Red Line platform to busway to Red Line,,Exit only,
asmnl-068,node-asmnl-peasbstair-platform,70093,,1,0,25.9080000,25.9080000,,,,,Bottom of stairs from Red Line platform to Peabody Square to Red Line,,Exit only,
asmnl-069,node-437-platform,70093,,1,0,52.5780000,52.5780000,,,,,"Bottom of escalator from Red Line platform to Peabody Square, busway to Red Line",,Exit only,
asmnl-070,70094,node-asmnl-radfordramp,,1,0,10.6680000,10.6680000,,,,,Red Line (Alewife) to Top of Radford Lane ramp,,Radford Lane,
asmnl-071,70094,node-969-platform,,1,0,10.2108000,10.2108000,,,,,"Red Line (Alewife) to Bottom of elevator from Mattapan Line, busway to Alewife platform",,"Elevator, Mattapan Line, buses",
asmnl-072,70094,node-asmnl-mtpnbstair-platform,,1,0,6.8580000,6.8580000,,,,,"Red Line (Alewife) to Bottom of stairs from Mattapan Line, busway to Alewife platform",,"Mattapan Line, buses",
asmnl-073,70094,node-968-platform,,1,0,10.2108000,10.2108000,,,,,Red Line (Alewife) to Bottom of elevator from Peabody Square to Alewife platform,,"Elevator, Peabody Square, buses",
asmnl-074,70094,node-asmnl-peanbstair-platform,,1,0,6.8580000,6.8580000,,,,,Red Line (Alewife) to Bottom of stairs from Peabody Square to Alewife platform,,"Peabody Square, buses",
asmnl-075,node-asmnl-radfordramp,70094,,1,0,10.6680000,10.6680000,,,,,Top of Radford Lane ramp to Red Line (Alewife),,Alewife,
asmnl-076,node-969-platform,70094,,1,0,10.2108000,10.2108000,,,,,"Bottom of elevator from Mattapan Line, busway to Alewife platform to Red Line (Alewife)",,Alewife,
asmnl-077,node-asmnl-mtpnbstair-platform,70094,,1,0,6.8580000,6.8580000,,,,,"Bottom of stairs from Mattapan Line, busway to Alewife platform to Red Line (Alewife)",,Alewife,
asmnl-078,node-968-platform,70094,,1,0,10.2108000,10.2108000,,,,,Bottom of elevator from Peabody Square to Alewife platform to Red Line (Alewife),,Alewife,
asmnl-079,node-asmnl-peanbstair-platform,70094,,1,0,6.8580000,6.8580000,,,,,Bottom of stairs from Peabody Square to Alewife platform to Red Line (Alewife),,Alewife,
asmnl-080,door-asmnl-peabody,334,,1,0,91.4400000,91.4400000,,,,,Ashmont - Peabody Square to Busway,,Busway,
asmnl-081,door-asmnl-rdexits,334,,1,0,41.1480000,41.1480000,,,,,Ashmont - Buses to Busway,,Busway,
asmnl-082,door-asmnl-matpn,334,,1,0,60.6552000,60.6552000,,,,,Ashmont - Mattapan Line (Lobby) to Busway,,Busway,
asmnl-083,334,door-asmnl-peabody,,1,0,91.4400000,91.4400000,,,,,Busway to Ashmont - Peabody Square,,"No train service, exit only",
asmnl-084,334,door-asmnl-rdexits,,1,0,41.1480000,41.1480000,,,,,Busway to Ashmont - Buses,,"No train service, exit only",
asmnl-085,334,door-asmnl-matpn,,1,0,60.6552000,60.6552000,,,,,Busway to Ashmont - Mattapan Line (Lobby),,"No train service, exit only",
asmnl-086,node-437-platform,node-437-lobby,437,4,0,,,26,,,,"Bottom of escalator from Red Line platform to Peabody Square, busway to Top of escalator from Red Line platform to Peabody Square, busway",437,"Top of escalator from Red Line platform to Peabody Square, busway",
asmnl-087,node-asmnl-peasbstair-lobby,node-asmnl-peasbstair-platform,,2,0,,,,,-24,,Top of stairs from Red Line platform to Peabody Square to Bottom of stairs from Red Line platform to Peabody Square,,Bottom of stairs from Red Line platform to Peabody Square,
asmnl-088,node-asmnl-peasbstair-platform,node-asmnl-peasbstair-lobby,,2,0,,,,,24,,Bottom of stairs from Red Line platform to Peabody Square to Top of stairs from Red Line platform to Peabody Square,,Top of stairs from Red Line platform to Peabody Square,
asmnl-089,node-968-lobby,node-968-platform,968,5,0,,,32,32,,,Top of elevator from Peabody Square to Alewife platform to Bottom of elevator from Peabody Square to Alewife platform,968,Platform,
asmnl-090,node-968-platform,node-968-lobby,968,5,0,,,32,32,,,Bottom of elevator from Peabody Square to Alewife platform to Top of elevator from Peabody Square to Alewife platform,968,Lobby,
asmnl-091,node-asmnl-peanbstair-lobby,node-asmnl-peanbstair-platform,,2,0,,,,,-24,,Top of stairs from Peabody Square to Alewife platform to Bottom of stairs from Peabody Square to Alewife platform,,Alewife,
asmnl-092,node-asmnl-peanbstair-platform,node-asmnl-peanbstair-lobby,,2,0,,,,,24,,Bottom of stairs from Peabody Square to Alewife platform to Top of stairs from Peabody Square to Alewife platform,,Top of stairs from Peabody Square to Alewife platform,
asmnl-093,node-asmnl-rdexstair-lobby,node-asmnl-rdexstair-platform,,2,0,,,,,-24,,Top of stairs from Red Line platform to busway to Bottom of stairs from Red Line platform to busway,,Do not enter,
asmnl-094,node-asmnl-rdexstair-platform,node-asmnl-rdexstair-lobby,,2,0,,,,,24,,Bottom of stairs from Red Line platform to busway to Top of stairs from Red Line platform to busway,,"Mattapan Line, buses",
asmnl-095,node-970-lobby,node-970-platform,970,5,0,,,32,32,,,"Top of elevator between Red Line platform and lobby, busway, Mattapan Line to Bottom of elevator between Red Line platform and lobby, busway, Mattapan Line",970,Platform,
asmnl-096,node-970-platform,node-970-lobby,970,5,0,,,32,32,,,"Bottom of elevator between Red Line platform and lobby, busway, Mattapan Line to Top of elevator between Red Line platform and lobby, busway, Mattapan Line",970,Lobby,
asmnl-097,node-438-platform,node-438-lobby,438,4,0,,,26,,,,"Bottom of escalator from Red Line platform to Mattapan Line, busway to Top of escalator from Red Line platform to Mattapan Line, busway",438,"Top of escalator from Red Line platform to Mattapan Line, busway",
asmnl-098,node-969-lobby,node-969-platform,969,5,0,,,32,32,,,"Top of elevator from Mattapan Line, busway to Alewife platform to Bottom of elevator from Mattapan Line, busway to Alewife platform",969,Platform,
asmnl-099,node-969-platform,node-969-lobby,969,5,0,,,32,32,,,"Bottom of elevator from Mattapan Line, busway to Alewife platform to Top of elevator from Mattapan Line, busway to Alewife platform",969,Lobby,
asmnl-100,node-asmnl-mtpnbstair-lobby,node-asmnl-mtpnbstair-platform,,2,0,,,,,-24,,"Top of stairs from Mattapan Line, busway to Alewife platform to Bottom of stairs from Mattapan Line, busway to Alewife platform",,"Bottom of stairs from Mattapan Line, busway to Alewife platform",
asmnl-101,node-asmnl-mtpnbstair-platform,node-asmnl-mtpnbstair-lobby,,2,0,,,,,24,,"Bottom of stairs from Mattapan Line, busway to Alewife platform to Top of stairs from Mattapan Line, busway to Alewife platform",,Alewife,
astao-000,door-astao-revol,node-astao-718-ground,,1,0,9.1440000,9.1440000,,,,,Assembly - Revolution Dr to Bottom of Elevator 718,,Elevator,
astao-001,node-astao-718-ground,door-astao-revol,,1,0,9.1440000,9.1440000,,,,,Bottom of Elevator 718 to Assembly - Revolution Dr,,Revolution Drive,
astao-002,door-astao-revol,node-astao-revdoorstair-ground,,1,0,3.6576000,3.6576000,,,,,Assembly - Revolution Dr to Bottom of stairs for Revolution Drive,,Orange Line - All trains,
astao-003,node-astao-revdoorstair-ground,door-astao-revol,,1,0,3.6576000,3.6576000,,,,,Bottom of stairs for Revolution Drive to Assembly - Revolution Dr,,Revolution Drive,
astao-004,node-astao-718-ground,node-astao-718-lobby,718,5,0,,,40,40,,,Bottom of Elevator 718 to Top of Elevator 718,718,Lobby,
astao-005,node-astao-718-lobby,node-astao-718-ground,718,5,0,,,40,40,,,Top of Elevator 718 to Bottom of Elevator 718,718,Street,
astao-006,node-astao-revdoorstair-ground,node-astao-revdoorstair-lobby,,2,0,,,,,33,,Bottom of stairs for Revolution Drive to Top of stairs for Revolution Drive,,Orange Line - All trains,
astao-007,node-astao-revdoorstair-lobby,node-astao-revdoorstair-ground,,2,0,,,,,-33,,Top of stairs for Revolution Drive to Bottom of stairs for Revolution Drive,,Revolution Drive,
astao-008,node-astao-718-lobby,node-astao-rev-fareunpaid,,1,0,9.7536000,9.7536000,,,,,Top of Elevator 718 to Unpaid side of fare gates,,Orange Line - All trains,
astao-009,node-astao-rev-fareunpaid,node-astao-718-lobby,,1,0,9.7536000,9.7536000,,,,,Unpaid side of fare gates to Top of Elevator 718,,Elevator,
astao-010,node-astao-revdoorstair-lobby,node-astao-rev-fareunpaid,,1,0,9.7536000,9.7536000,,,,,Top of stairs for Revolution Drive to Unpaid side of fare gates,,Orange Line - All trains,
astao-011,node-astao-rev-fareunpaid,node-astao-revdoorstair-lobby,,1,0,9.7536000,9.7536000,,,,,Unpaid side of fare gates to Top of stairs for Revolution Drive,,Revolution Drive,
astao-012,node-astao-rev-fareunpaid,node-astao-rev-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
astao-013,node-astao-rev-farepaid,node-astao-rev-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
astao-014,node-astao-rev-farepaid,node-astao-719-lobby,,1,0,9.1440000,9.1440000,,,,,Paid side of fare gates to Top of Elevator 719,,Elevator,
astao-015,node-astao-719-lobby,node-astao-rev-farepaid,,1,0,9.1440000,9.1440000,,,,,Top of Elevator 719 to Paid side of fare gates,,Revolution Drive,
astao-016,node-astao-rev-farepaid,node-astao-revplatstair-lobby,,1,0,9.1440000,9.1440000,,,,,Paid side of fare gates to Top of platform stairs for Revolution Drive,,Orange Line - All trains,
astao-017,node-astao-revplatstair-lobby,node-astao-rev-farepaid,,1,0,9.1440000,9.1440000,,,,,Top of platform stairs for Revolution Drive to Paid side of fare gates,,Revolution Drive,
astao-018,node-astao-719-lobby,node-astao-719-platform,719,5,0,,,40,40,,,Top of Elevator 719 to Bottom of Elevator 719,719,Platform,
astao-019,node-astao-719-platform,node-astao-719-lobby,719,5,0,,,40,40,,,Bottom of Elevator 719 to Top of Elevator 719,719,Lobby,
astao-020,node-astao-revplatstair-lobby,node-astao-revplatstair-platform,,2,0,,,,,-27,,Top of platform stairs for Revolution Drive to Bottom of platform stairs for Revolution Drive,,Orange Line - All trains,
astao-021,node-astao-revplatstair-platform,node-astao-revplatstair-lobby,,2,0,,,,,27,,Bottom of platform stairs for Revolution Drive to Top of platform stairs for Revolution Drive,,Revolution Drive,
astao-022,node-astao-719-platform,70278,,1,0,6.0960000,6.0960000,,,,,Bottom of Elevator 719 to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-023,70278,node-astao-719-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Forest Hills) to Bottom of Elevator 719,,"Revolution Drive, Elevator",
astao-024,node-astao-revplatstair-platform,70278,,1,0,6.0960000,6.0960000,,,,,Bottom of platform stairs for Revolution Drive to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-025,70278,node-astao-revplatstair-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Forest Hills) to Bottom of platform stairs for Revolution Drive,,Revolution Drive,
astao-026,node-astao-719-platform,70279,,1,0,6.0960000,6.0960000,,,,,Bottom of Elevator 719 to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-027,70279,node-astao-719-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Oak Grove) to Bottom of Elevator 719,,"Revolution Drive, Elevator",
astao-028,node-astao-revplatstair-platform,70279,,1,0,6.0960000,6.0960000,,,,,Bottom of platform stairs for Revolution Drive to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-029,70279,node-astao-revplatstair-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Oak Grove) to Bottom of platform stairs for Revolution Drive,,Revolution Drive,
astao-030,node-astao-717-platform,70278,,1,0,19.5072000,19.5072000,,,,,Bottom of Elevator 717 to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-031,70278,node-astao-717-platform,,1,0,80.4672000,80.4672000,,,,,Orange Line (Forest Hills) to Bottom of Elevator 717,,"Foley Street, Elevator",
astao-032,node-astao-443-platform,70278,,1,0,12.8016000,12.8016000,,,,,Bottom of Escalator 443 to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-033,70278,node-astao-443-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Forest Hills) to Bottom of Escalator 443,,Foley Street,
astao-034,node-astao-folplatstair-platform,70278,,1,0,12.8016000,12.8016000,,,,,Bottom of platform stairs for Foley Street to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-035,70278,node-astao-folplatstair-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Forest Hills) to Bottom of platform stairs for Foley Street,,Foley Street,
astao-036,node-astao-717-platform,70279,,1,0,19.5072000,19.5072000,,,,,Bottom of Elevator 717 to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-037,70279,node-astao-717-platform,,1,0,80.4672000,80.4672000,,,,,Orange Line (Oak Grove) to Bottom of Elevator 717,,"Foley Street, Elevator",
astao-038,node-astao-443-platform,70279,,1,0,12.8016000,12.8016000,,,,,Bottom of Escalator 443 to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-039,70279,node-astao-443-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Oak Grove) to Bottom of Escalator 443,,Foley Street,
astao-040,node-astao-folplatstair-platform,70279,,1,0,12.8016000,12.8016000,,,,,Bottom of platform stairs for Foley Street to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-041,70279,node-astao-folplatstair-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Oak Grove) to Bottom of platform stairs for Foley Street,,Foley Street,
astao-042,node-astao-717-platform,node-astao-717-lobby,717,5,0,,,40,40,,,Bottom of Elevator 717 to Top of Elevator 717,717,Lobby,
astao-043,node-astao-717-lobby,node-astao-717-platform,717,5,0,,,40,40,,,Top of Elevator 717 to Bottom of Elevator 717,717,Platform,
astao-044,node-astao-443-platform,node-astao-443-lobby,443,4,0,,,26,,,,Bottom of Escalator 443 to Top of Escalator 443,443,Foley Street,
astao-045,node-astao-folplatstair-platform,node-astao-folplatstair-lobby,,2,0,,,,,27,,Bottom of platform stairs for Foley Street to Top of platform stairs for Foley Street,,Foley Street,
astao-046,node-astao-folplatstair-lobby,node-astao-folplatstair-platform,,2,0,,,,,-27,,Top of platform stairs for Foley Street to Bottom of platform stairs for Foley Street,,Orange Line - All trains,
astao-047,node-astao-717-lobby,node-astao-fol-farepaid,,1,0,10.9728000,10.9728000,,,,,Top of Elevator 717 to Paid side of fare gates,,Foley Street,
astao-048,node-astao-fol-farepaid,node-astao-717-lobby,,1,0,10.9728000,10.9728000,,,,,Paid side of fare gates to Top of Elevator 717,,Elevator,
astao-049,node-astao-443-lobby,node-astao-fol-farepaid,,1,0,8.5344000,8.5344000,,,,,Top of Escalator 443 to Paid side of fare gates,,Foley Street,
astao-050,node-astao-fol-farepaid,node-astao-443-lobby,,1,0,8.5344000,8.5344000,,,,,Paid side of fare gates to Top of Escalator 443,,Orange Line - All trains,
astao-051,node-astao-folplatstair-lobby,node-astao-fol-farepaid,,1,0,10.9728000,10.9728000,,,,,Top of platform stairs for Foley Street to Paid side of fare gates,,Foley Street,
astao-052,node-astao-fol-farepaid,node-astao-folplatstair-lobby,,1,0,10.9728000,10.9728000,,,,,Paid side of fare gates to Top of platform stairs for Foley Street,,Orange Line - All trains,
astao-053,node-astao-fol-farepaid,node-astao-fol-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
astao-054,node-astao-fol-fareunpaid,node-astao-fol-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
astao-055,node-astao-fol-fareunpaid,node-astao-716-lobby,,1,0,33.2232000,33.2232000,,,,,Unpaid side of fare gates to Top of Elevator 716,,Elevator,
astao-056,node-astao-716-lobby,node-astao-fol-fareunpaid,,1,0,33.2232000,33.2232000,,,,,Top of Elevator 716 to Unpaid side of fare gates,,Orange Line - All trains,
astao-057,node-astao-fol-fareunpaid,node-astao-442-lobby,,1,0,26.8224000,26.8224000,,,,,Unpaid side of fare gates to Top of Escalator 442,,Foley Street,
astao-058,node-astao-442-lobby,node-astao-fol-fareunpaid,,1,0,26.8224000,26.8224000,,,,,Top of Escalator 442 to Unpaid side of fare gates,,Orange Line - All trains,
astao-059,node-astao-fol-fareunpaid,node-astao-foldoorstair-lobby,,1,0,26.2128000,26.2128000,,,,,Unpaid side of fare gates to Top of stairs for Foley Street,,Foley Street,
astao-060,node-astao-foldoorstair-lobby,node-astao-fol-fareunpaid,,1,0,26.2128000,26.2128000,,,,,Top of stairs for Foley Street to Unpaid side of fare gates,,Orange Line - All trains,
astao-061,node-astao-716-lobby,node-astao-716-ground,716,5,0,,,40,40,,,Top of Elevator 716 to Bottom of Elevator 716,716,Street,
astao-062,node-astao-716-ground,node-astao-716-lobby,716,5,0,,,40,40,,,Bottom of Elevator 716 to Top of Elevator 716,716,Lobby,
astao-063,node-astao-442-ground,node-astao-442-lobby,442,4,0,,,28,,,,Bottom of Escalator 442 to Top of Escalator 442,442,Orange Line - All trains,
astao-064,node-astao-foldoorstair-lobby,node-astao-foldoorstair-ground,,2,0,,,,,-33,,Top of stairs for Foley Street to Bottom of stairs for Foley Street,,Foley Street,
astao-065,node-astao-foldoorstair-ground,node-astao-foldoorstair-lobby,,2,0,,,,,33,,Bottom of stairs for Foley Street to Top of stairs for Foley Street,,Orange Line - All trains,
astao-066,node-astao-716-ground,door-astao-foley,,1,0,6.7056000,6.7056000,,,,,Bottom of Elevator 716 to Assembly - Foley St,,Foley Street,
astao-067,door-astao-foley,node-astao-716-ground,,1,0,6.7056000,6.7056000,,,,,Assembly - Foley St to Bottom of Elevator 716,,Elevator,
astao-068,node-astao-442-ground,door-astao-foley,,1,0,6.7056000,6.7056000,,,,,Bottom of Escalator 442 to Assembly - Foley St,,Foley Street,
astao-069,door-astao-foley,node-astao-442-ground,,1,0,6.7056000,6.7056000,,,,,Assembly - Foley St to Bottom of Escalator 442,,Orange Line - All trains,
astao-070,node-astao-foldoorstair-ground,door-astao-foley,,1,0,6.7056000,6.7056000,,,,,Bottom of stairs for Foley Street to Assembly - Foley St,,Foley Street,
astao-071,door-astao-foley,node-astao-foldoorstair-ground,,1,0,6.7056000,6.7056000,,,,,Assembly - Foley St to Bottom of stairs for Foley Street,,Orange Line - All trains,
bbsta-000,door-bbsta-dartmn,node-bbsta-2stairs-lobby,,1,0,69.4944000,69.4944000,,,,,Back Bay - Dartmouth St (North) to Top of Track 2 stairs,,Track 2,
bbsta-001,door-bbsta-dartmn,node-854-lobby,,1,0,70.1040000,70.1040000,,,,,Back Bay - Dartmouth St (North) to Top of Track 2 elevator,,"Elevator, Track 2",
bbsta-002,door-bbsta-dartmn,node-bbsta-13stairs-lobby,,1,0,56.6928000,56.6928000,,,,,Back Bay - Dartmouth St (North) to Top of Tracks 1-3 stairs,,Tracks 3 and 1,
bbsta-003,door-bbsta-dartmn,node-143-lobby,,1,0,56.6928000,56.6928000,,,,,Back Bay - Dartmouth St (North) to Top of Tracks 1-3 up escalator,,Tracks 3 and 1,
bbsta-004,door-bbsta-dartmn,node-142-lobby,,1,0,56.6928000,56.6928000,,,,,Back Bay - Dartmouth St (North) to Top of Tracks 1-3 down escalator,,Tracks 3 and 1,
bbsta-005,door-bbsta-dartmn,node-855-lobby,,1,0,92.3544000,92.3544000,,,,,Back Bay - Dartmouth St (North) to Top of Tracks 1-3 elevator,,"Elevator, Tracks 1 and 3",
bbsta-006,door-bbsta-dartmn,Back Bay,,1,0,46.6344000,46.6344000,,,,,Back Bay - Dartmouth St (North) to Commuter Rail,,"Amtrak, Commuter Rail, tickets, baggage",
bbsta-007,door-bbsta-dartmn,node-856-lobby,,1,0,24.9936000,24.9936000,,,,,Back Bay - Dartmouth St (North) to Top of Tracks 5-7 elevator,,"Elevator, Tracks 5 and 7",
bbsta-008,door-bbsta-dartmn,node-bbsta-w57stairs-lobby,,1,0,23.1648000,23.1648000,,,,,Back Bay - Dartmouth St (North) to Top of Tracks 5-7 west stairs,,Tracks 5 and 7,
